name,energy_kcal,protein_g,fat_g,carbohydrate_g,sugar_g
Kacang mete/biji jambu monyet goreng,0.3678362573099415,0.017,0.2746341463414634,0.041860465116279076,0.0
Daun ndusuk,0.0017543859649122807,0.13833333333333334,0.1892682926829268,0.003594080338266385,0.003731343283582
Kotiu hinela tawang nggole,0.026900584795321637,0.0018333333333333335,0.007317073170731707,0.012684989429175477,0.0
Fruit Tea yuzu,0.1286549707602339,0.0,0.0,0.11416490486257928,0.3731343283582089
yuzu tea,0.08187134502923976,0.0,0.0,0.0718816067653277,0.0
Keju Snow Brand Cheddar,0.058479532163742694,0.004166666666666667,0.03902439024390244,0.004228329809725159,0.0
Sonice Chicken nugget,0.14619883040935672,0.013333333333333334,0.06829268292682927,0.029598308668076112,0.0
KFC extra crispy paha bawah,0.09941520467836258,0.008333333333333333,0.058536585365853655,0.010570824524312896,0.0
Tony roma's onion loaf (full,0.013450292397660818,1.0,1.0,0.048625792811839326,0.1716417910447761
SUPERIOR Bihun Jagung urai,0.14619883040935672,0.0,0.0,0.12896405919661735,0.0
Roti warna sawo matang,0.1456140350877193,0.006583333333333334,0.007317073170731707,0.1050739957716702,0.0
Tauco cap DAS,0.0044444444444444444,0.29833333333333334,0.3434146341463415,0.015856236786469344,0.0320895522388059
Paria putih kukus,0.00935672514619883,0.0006666666666666668,0.000975609756097561,0.00718816067653277,0.0
Daun jambu mente muda,0.00040935672514619883,0.065,0.07902439024390244,0.009725158562367865,0.003731343283582
Burger double whopper,0.5263157894736842,0.04,0.28292682926829266,0.10359408033826639,0.0820895522388059
Kacang hijau var. Bakti,0.0018128654970760234,0.2916666666666667,0.34487804878048783,0.03615221987315011,0.0134328358208955
Keripik tempe abadi murni,0.3169590643274854,0.03358333333333333,0.20682926829268292,0.02452431289640592,0.0
Tauco cap beruang,0.004912280701754386,0.2891666666666667,0.32975609756097557,0.01564482029598309,0.0388059701492537
Kerupuk kemplang panggang,0.20818713450292398,0.008083333333333333,0.005365853658536586,0.16257928118393236,0.0
Woku ubi,0.08362573099415205,0.0025833333333333337,0.03804878048780488,0.03171247357293869,0.0
Fox's Fruits,0.008771929824561403,0.0,0.0,0.008456659619450317,0.0223880597014925
Ayam goreng poineer,0.0015789473684210528,0.24583333333333335,0.002926829268292683,0.07906976744186046,0.1097014925373134
Keju greenfields ricotta,0.06432748538011696,0.0033333333333333335,0.04390243902439024,0.004228329809725159,0.0074626865671641
Indomie goreng Jumbo,0.32748538011695905,0.0175,0.06341463414634146,0.16913319238900634,0.0970149253731343
Beras giling var pelita,0.0003508771929824561,0.3075,0.3760975609756097,0.020084566596194505,0.0104477611940298
Cimory Yogurt Squeeze Peach,0.04093567251461988,0.0016666666666666668,0.00975609756097561,0.023255813953488372,0.0
Melinjo emping tebal goreng manis,0.2567251461988304,0.008333333333333333,0.07999999999999999,0.13890063424947147,0.0
Yogurt frozen pinkberry (Besar),0.2280701754385965,0.0125,0.004878048780487805,0.17124735729386892,0.5746268656716418
Sagu lempeng,0.20292397660818715,0.00075,0.0014634146341463415,0.18012684989429176,0.0
Bamboe soto daging,0.0029239766081871343,0.0008333333333333334,0.0024390243902439024,0.004228329809725159,0.0074626865671641
Jagung,0.0007017543859649122,0.29583333333333334,0.3595121951219512,0.01945031712473573,0.0291044776119402
Saladstop Hail caesar w/o chicken,0.27596491228070175,0.019000000000000003,0.1673170731707317,0.04016913319238901,0.0261194029850746
Masako Kaldu Ayam,0.0,0.0,0.0,0.0,0.0
Enting-enting gepuk hello kity,0.3146198830409357,0.011333333333333334,0.14780487804878048,0.11120507399577167,0.0
Cimory Fresh Milk Cashew,0.15204678362573099,0.008333333333333333,0.04390243902439024,0.06976744186046512,0.0
Outback steackhouse Victoria's Filet,0.1871345029239766,0.04416666666666667,0.058536585365853655,0.0,0.0
Kereput,0.3391812865497076,0.004,0.19317073170731708,0.10803382663847781,0.0
Kopi Indocafe cappuccino,0.06432748538011696,0.0016666666666666668,0.014634146341463414,0.04016913319238901,0.1044776119402985
Rambutan binjai,0.044444444444444446,0.0004166666666666667,0.000975609756097561,0.03805496828752643,0.0
nestle sereal corn flakes,0.06432748538011696,0.0016666666666666668,0.0024390243902439024,0.05073995771670191,0.0
Yangko,0.14853801169590644,0.0025,0.005365853658536586,0.12283298097251587,0.0
Gurandil,0.12748538011695906,0.0004166666666666667,0.012195121951219513,0.1025369978858351,0.0
Kapusa,0.09239766081871345,0.003666666666666667,0.015609756097560976,0.05877378435517971,0.0
Tumis bayam bersantan,0.028070175438596492,0.0011666666666666668,0.02048780487804878,0.0054968287526427064,0.0
Dodol Banjarmasin,0.2152046783625731,0.002166666666666667,0.04195121951219512,0.14799154334038056,0.0
Mixed nut and Ham Mooncake,0.14327485380116958,0.0045000000000000005,0.07463414634146341,0.04520084566596194,0.0
Good time double choc,0.017543859649122806,0.0008333333333333334,0.01707317073170732,0.023255813953488372,0.0298507462686567
Soto banjar,0.00040935672514619883,0.09166666666666667,0.015609756097560976,0.00613107822410148,0.0708955223880597
Nestle Carnation (kental manis),0.058479532163742694,0.0008333333333333334,0.014634146341463414,0.03594080338266385,0.1194029850746268
Bagea kelapa asin,0.2631578947368421,0.002666666666666667,0.06780487804878049,0.16511627906976745,0.0
Suweg,0.058479532163742694,0.001,0.006829268292682927,0.15644820295983086,0.1283582089552238
Yogurt greek heavenly blush honey,0.10526315789473685,0.004166666666666667,0.04878048780487805,0.03805496828752643,0.0671641791044776
Mie gaga,0.1929824561403509,0.007500000000000001,0.06341463414634146,0.09513742071881608,0.0
Susu Ultra Rasa Strawberry,0.08187134502923976,0.005,0.01707317073170732,0.046511627906976744,0.0
Coklat bubuk,0.18187134502923977,0.006666666666666667,0.01951219512195122,0.10338266384778012,0.0
Mcdonald Double cheeseburger,0.25146198830409355,0.020833333333333336,0.1024390243902439,0.07399577167019028,0.0522388059701492
WRP on the go (cokelat),0.08771929824561403,0.005833333333333334,0.014634146341463414,0.05073995771670191,0.1194029850746268
Ikan Gete goreng,0.156140350877193,0.019250000000000003,0.0946341463414634,0.0004228329809725159,0.0
Ikan Baung,0.0007017543859649122,0.10250000000000001,0.016097560975609757,0.03192389006342495,0.0410447761194029
Lemon pepper (classic wings),0.10526315789473685,0.0125,0.06341463414634146,0.0021141649048625794,0.0
Kue jahe,0.24853801169590645,0.0013333333333333335,0.042926829268292686,0.1788583509513742,0.0
Susu Ultra Milk Full cream (kotak),0.08771929824561403,0.006666666666666667,0.03902439024390244,0.025369978858350954,0.0
Kacang mete/biji jambu monyet,0.36023391812865496,0.013583333333333334,0.23609756097560974,0.06067653276955603,0.0
Qtela tempe original,0.04093567251461988,0.0033333333333333335,0.03414634146341464,0.016913319238900635,0.0
Sapi,0.058479532163742694,0.0011666666666666668,0.09609756097560976,0.27906976744186046,0.044776119402985
Biji kopi,0.23333333333333334,0.010333333333333335,0.07512195121951219,0.13255813953488374,0.0
Super Bubur dengan kuah kari,0.02046783625730994,0.0025,0.01707317073170732,0.07610993657505286,0.0074626865671641
Tepung hunkwe (pati kacang ijo),0.2128654970760234,0.0037500000000000003,0.004878048780487805,0.17653276955602537,0.0
Bakso,0.11812865497076024,0.010341666666666667,0.06419512195121951,0.016025369978858353,0.0
Ketan hitam,0.0003508771929824561,0.15083333333333335,0.18195121951219512,0.008456659619450317,0.008955223880597
Sirup Tropicana sirup slim sirup orange,0.0029239766081871343,0.0,0.0,0.0,0.0
Bagea kw 2,0.22339181286549709,0.00025,0.01707317073170732,0.18435517970401694,0.0
Permen Mintz Duomint,0.0,0.0,0.0,0.004228329809725159,0.0149253731343283
Beras,0.058479532163742694,0.0004166666666666667,0.03414634146341464,0.7463002114164905,0.5970149253731343
Morin Mixed fruit Jam,0.0,0.0,0.0,0.023255813953488372,0.0671641791044776
.Heavenly Blush,0.052631578947368425,0.0016666666666666668,0.012195121951219513,0.03171247357293869,0.0373134328358208
Eskrim paddle pop choco magma,0.04093567251461988,0.0008333333333333334,0.012195121951219513,0.025369978858350954,0.0597014925373134
Susu ibu - ASI,0.03625730994152047,0.00125,0.015609756097560976,0.014799154334038056,0.0
Pop mie rasa kari ayam,0.20467836257309943,0.005833333333333334,0.07804878048780488,0.09513742071881608,0.0298507462686567
Starbucks hot caffe latte (whole milk),0.13450292397660818,0.01,0.058536585365853655,0.04016913319238901,0.0
Lays 14g,0.04093567251461988,0.0008333333333333334,0.03414634146341464,0.021141649048625793,0.0
Starbucks java chip frappuccino (wholemilk),0.20467836257309943,0.005833333333333334,0.024390243902439025,0.1437632135306554,0.0
Bungkil kacang tanah,0.19649122807017544,0.03116666666666667,0.06341463414634146,0.06448202959830868,0.0
Daun kol sawi,0.00040935672514619883,0.018333333333333333,0.0175609756097561,0.004439746300211417,0.003731343283582
Biskuit choco mania,0.058479532163742694,0.0008333333333333334,0.02195121951219512,0.029598308668076112,0.0522388059701492
Bou ninahu ndamate,0.0012280701754385965,0.06583333333333334,0.005365853658536586,0.01331923890063425,0.0074626865671641
Putri selat,0.09532163742690059,0.0018333333333333335,0.03170731707317073,0.029175475687103596,0.0
Yogurt greek yummy blueberry,0.08187134502923976,0.006666666666666667,0.01707317073170732,0.04016913319238901,0.0746268656716417
Ikan Beunteur,0.005263157894736842,0.09083333333333334,0.0,0.03594080338266385,0.0298507462686567
Teh hitam daun kering,0.17134502923976608,0.020416666666666666,0.013658536585365854,0.12431289640591967,0.0
abc kopi susu,0.07602339181286549,0.0008333333333333334,0.012195121951219513,0.05708245243128964,0.0
Es krim Aice coklat sundae,0.058479532163742694,0.0016666666666666668,0.01951219512195122,0.029598308668076112,0.0597014925373134
Bayam merah,0.0012865497076023392,0.03416666666666667,0.03073170731707317,0.004651162790697675,0.0059701492537313
Kacang ercis,0.0005847953216374269,0.10750000000000001,0.08926829268292684,0.026215644820295984,0.0052238805970149
Asinan bogor,0.00040935672514619883,0.08166666666666667,0.07219512195121952,0.00824524312896406,0.0194029850746268
Susu WRP loses weight coklat,0.1286549707602339,0.011666666666666667,0.029268292682926828,0.05708245243128964,0.1492537313432835
Kalio kikil (tunjang),0.000760233918128655,0.10166666666666667,0.01902439024390244,0.029175475687103596,0.0425373134328358
ABC Kecap Asin,0.0029239766081871343,0.0008333333333333334,0.0,0.0021141649048625794,0.0
Buah naga putih,0.0003508771929824561,0.04666666666666667,0.05317073170731707,0.0016913319238900635,0.0074626865671641
Jagung pipil var,0.058479532163742694,0.0010833333333333335,0.026829268292682926,0.7780126849894292,0.582089552238806
Kacang bogor segar,0.09649122807017545,0.006416666666666667,0.015121951219512195,0.057928118393234675,0.0
Chatime pearl milk tea,0.21871345029239767,0.0008333333333333334,0.05365853658536585,0.1416490486257928,0.2947761194029851
Aqua,0.0,0.0,0.0,0.0,0.0
Bingka,0.15964912280701754,0.004416666666666667,0.05170731707317073,0.08266384778012685,0.0
Enting-enting wijen,0.3304093567251462,0.015166666666666667,0.1873170731707317,0.07780126849894292,0.0
Kool merah,0.0005263157894736842,0.02416666666666667,0.025853658536585365,0.002959830866807611,0.0014925373134328
Oyek,0.20526315789473684,0.00075,0.004390243902439025,0.179492600422833,0.0
Rujak aceh,0.047953216374269005,0.0003333333333333334,0.0014634146341463415,0.041649048625792814,0.0
Keripik kemplang goreng,0.2947368421052632,0.004666666666666667,0.13707317073170733,0.12071881606765328,0.0
Bungkil kelapa,0.2152046783625731,0.01916666666666667,0.07317073170731707,0.08456659619450317,0.0
Bamboe soto ayam,0.005847953216374269,0.0008333333333333334,0.004878048780487805,0.004228329809725159,0.0074626865671641
Belitung,0.058479532163742694,0.0009166666666666668,0.005853658536585366,0.306553911205074,0.2552238805970149
Geplak Jahe,0.27017543859649124,0.0025833333333333337,0.0702439024390244,0.12198731501057083,0.0
Kacang mekah,0.058479532163742694,0.00075,0.005365853658536586,0.046511627906976744,0.0253731343283582
Dodol kedongdong,0.1935672514619883,0.0015833333333333333,0.037073170731707315,0.13488372093023257,0.0
Kepala susu - krim,0.0005263157894736842,0.17,0.01951219512195122,0.0054968287526427064,0.1492537313432835
Ubi Cilembu,0.10877192982456141,0.0015833333333333333,0.000975609756097561,0.09365750528541227,0.0
Bungkil biji karet,0.19473684210526315,0.02441666666666667,0.016097560975609757,0.10570824524312897,0.0
Monde Boromon Wafers rasa Vanila,0.03508771929824561,0.0008333333333333334,0.03414634146341464,0.03382663847780127,0.0522388059701492
Good Day Cappuccino With Cocoa Granule,0.06432748538011696,0.0008333333333333334,0.012195121951219513,0.04439746300211417,0.126865671641791
Starbucks hot caramel macchiato (wholemilk),0.16374269005847952,0.008333333333333333,0.05365853658536585,0.07399577167019028,0.0
Soto padang,0.0011695906432748538,0.10583333333333333,0.05365853658536585,0.012473572938689219,0.0492537313432835
Soto kudus,0.0009941520467836257,0.03166666666666667,0.00878048780487805,0.007610993657505286,0.0171641791044776
Tahubaxo rebus,0.06374269005847953,0.009166666666666667,0.0,0.03382663847780127,0.0
Meises coklat,0.07017543859649122,0.0,0.01951219512195122,0.042283298097251586,0.1194029850746268
Jeruk Kalamansi,0.00023391812865497077,0.0325,0.04341463414634147,0.0006342494714587737,0.0022388059701492
Batar daan,0.06257309941520468,0.0018333333333333335,0.010731707317073172,0.04143763213530656,0.0
Nasi Goreng,0.29239766081871343,0.005833333333333334,0.16780487804878047,0.0849894291754757,0.0
Baruasa,0.24385964912280703,0.005416666666666667,0.039999999999999994,0.16765327695560253,0.0
Omelet Mie Telur,0.2928070175438596,0.011916666666666667,0.11853658536585367,0.11522198731501057,0.0
Daun jawaw seluang,0.0007017543859649122,0.0775,0.07463414634146341,0.010570824524312896,0.0097014925373134
Saladstop Sunshine jakarta,0.32549707602339184,0.037666666666666675,0.12975609756097561,0.10718816067653278,0.1350746268656716
Sarimi isi tongseng ayam,0.32748538011695905,0.009166666666666667,0.11219512195121951,0.16067653276955604,0.0373134328358208
Ikan Mujahir / Mujair,0.0006432748538011696,0.07416666666666667,0.0,0.03953488372093023,0.0074626865671641
Talas pontianak,0.0005263157894736842,0.13583333333333333,0.1775609756097561,0.004862579281183933,0.003731343283582
Susu Rasa Taro,0.07602339181286549,0.004166666666666667,0.01951219512195122,0.03805496828752643,0.1044776119402985
Masako Daging Sapi,0.0,0.0,0.0,0.0,0.0
Koya mirasa,0.21637426900584797,0.006666666666666667,0.004878048780487805,0.17378435517970403,0.0
Sasa tepung bakso goreng,0.052631578947368425,0.0008333333333333334,0.0,0.04439746300211417,0.0
Mizone,0.026315789473684213,0.0,0.0,0.023255813953488372,0.0820895522388059
Fillet o-fish,0.15789473684210525,0.01025,0.0775609756097561,0.04080338266384778,0.0
Beras giling var rojolele,0.00046783625730994154,0.29750000000000004,0.3760975609756097,0.017758985200845668,0.0126865671641791
Beras menir,0.00011695906432748539,0.3016666666666667,0.35609756097560974,0.01627906976744186,0.0328358208955223
Monde Snack Gold,0.011695906432748537,0.0016666666666666668,0.012195121951219513,0.03382663847780127,0.0223880597014925
Mony Oats Dark Choco Flavour,0.029239766081871347,0.0,0.0975609756097561,0.014799154334038056,0.0298507462686567
Kacang babi,0.0020467836257309943,0.2841666666666667,0.2502439024390244,0.06427061310782241,0.0238805970149253
Subway black forest ham sandwich,0.1695906432748538,0.015000000000000001,0.02195121951219512,0.09725158562367865,0.0597014925373134
Tempe lamtoro var. gung dengan kuit,0.08538011695906433,0.00975,0.01121951219512195,0.04143763213530656,0.0
Kalio ayam,0.0008187134502923977,0.1691666666666667,0.021463414634146343,0.03382663847780127,0.1007462686567164
Silky Pudding Taro Flavour,0.008771929824561403,0.0016666666666666668,0.007317073170731707,0.03382663847780127,0.0820895522388059
Talas bogor,0.00046783625730994154,0.09000000000000001,0.12195121951219512,0.002959830866807611,0.0029850746268656
Niu Zuzu rasa coklat,0.07017543859649122,0.0016666666666666668,0.014634146341463414,0.046511627906976744,0.1343283582089552
Jeruk bali,0.00029239766081871346,0.04,0.06048780487804878,0.0012684989429175475,0.0014925373134328
Delfi ChaCha Peanut,0.0935672514619883,0.0025,0.03902439024390244,0.03594080338266385,0.0
Kacang endel,0.0011695906432748538,0.2758333333333334,0.28292682926829266,0.052854122621564484,0.0074626865671641
Bihun goreng instan,0.22280701754385965,0.005083333333333333,0.01902439024390244,0.1697674418604651,0.0
Mie ayam,0.05964912280701754,0.0051666666666666675,0.01902439024390244,0.022198731501057084,0.0
Koro benguk,0.0017543859649122807,0.27666666666666667,0.2682926829268293,0.05073995771670191,0.0223880597014925
Nongshim Shin cup,0.18070175438596492,0.009083333333333334,0.029268292682926828,0.0989429175475687,0.0141791044776119
Teh botol tawar,0.0,0.0,0.0,0.0,0.0
Biji nangka / Biji salak,0.15321637426900586,0.0019166666666666666,0.02634146341463415,0.10803382663847781,0.0
Emping (keripik melinjo),0.2017543859649123,0.01,0.007317073170731707,0.15116279069767444,0.0
Soto bandung,0.0010526315789473684,0.035,0.013658536585365854,0.00824524312896406,0.0126865671641791
Origo coffe avocado coffe,0.0935672514619883,0.003366666666666667,0.029365853658536584,0.047484143763213534,0.1053731343283582
Subway sweet onion chicken teriyaki sandwich,0.21637426900584797,0.020833333333333336,0.02195121951219512,0.1226215644820296,0.1194029850746268
Komak polong,0.05789473684210526,0.00275,0.0004878048780487805,0.044820295983086685,0.0
Hazelnut,0.3672514619883041,0.012458333333333333,0.29634146341463413,0.035306553911205074,0.0
Sariroti roti tawar kupas,0.06432748538011696,0.0025,0.00975609756097561,0.04016913319238901,0.0074626865671641
Andewi,0.0006432748538011696,0.18833333333333335,0.025853658536585365,0.003382663847780127,0.0014925373134328
Mie bakso,0.06666666666666667,0.004416666666666667,0.014634146341463414,0.034672304439746296,0.0
Kin bulgarian yogurt orange,0.08771929824561403,0.0025,0.012195121951219513,0.059196617336152224,0.2014925373134328
Tapai singkong,0.09883040935672514,0.0011666666666666668,0.0014634146341463415,0.0849894291754757,0.0
Buncis,0.00029239766081871346,0.028333333333333335,0.0351219512195122,0.00507399577167019,0.0022388059701492
Biskuit serena egg rolls chocolate,0.04678362573099415,0.0008333333333333334,0.02195121951219512,0.016913319238900635,0.0298507462686567
Ikan Mujahir / mujair goreng,0.2432748538011696,0.03908333333333334,0.11658536585365853,0.0,0.0
Kue ku temu,0.12514619883040937,0.002916666666666667,0.000975609756097561,0.10486257928118393,0.0
Coklat Ferrero rocher,0.1391812865497076,0.0025,0.07804878048780488,0.03805496828752643,0.1119402985074626
Outback steackhouse outback special,0.16374269005847952,0.0425,0.04390243902439024,0.0,0.0
The coffe bean & tea leaf mocha ice blended drink,0.20467836257309943,0.009166666666666667,0.03414634146341464,0.1416490486257928,0.4104477611940298
Indomie goreng,0.22222222222222224,0.006666666666666667,0.06829268292682927,0.11416490486257928,0.0597014925373134
Nestle nestum,0.07602339181286549,0.0025,0.007317073170731707,0.05708245243128964,0.0671641791044776
Jagung nasi,0.00017543859649122806,0.29750000000000004,0.3878048780487805,0.0186046511627907,0.003731343283582
Indofood cap enak (kental manis),0.07017543859649122,0.0008333333333333334,0.01951219512195122,0.04439746300211417,0.1417910447761194
Pastel,0.17953216374269007,0.0037500000000000003,0.06487804878048781,0.08964059196617337,0.0
Momogi Bintang Coklat,0.029239766081871347,0.0008333333333333334,0.014634146341463414,0.012684989429175477,0.0
King's Fisher sarden goreng balado,0.07017543859649122,0.006666666666666667,0.03902439024390244,0.008456659619450317,0.0
Kewpie Caesar,0.04093567251461988,0.0008333333333333334,0.029268292682926828,0.0063424947145877385,0.0
Getuk singkong,0.11929824561403508,0.0004166666666666667,0.006829268292682927,0.10021141649048626,0.0
Kenari banda,0.36023391812865496,0.011583333333333334,0.27414634146341466,0.028964059196617337,0.0
Indomie ayam geprek,0.23976608187134504,0.007500000000000001,0.0975609756097561,0.10359408033826639,0.044776119402985
Oncom kacang tanah pepes,0.07719298245614035,0.00975,0.018536585365853658,0.028964059196617337,0.0
PT. Ultrajaya Milk Industry,0.0035087719298245615,0.1,0.04390243902439024,0.012684989429175477,0.044776119402985
Putri hijau,0.11052631578947368,0.0045000000000000005,0.01024390243902439,0.07864693446088795,0.0
Nestle Milo 3in1 Activ-Go (Malt),0.08187134502923976,0.0033333333333333335,0.014634146341463414,0.052854122621564484,0.0
Tiwul Instan,0.23099415204678364,0.002666666666666667,0.041463414634146344,0.16173361522198731,0.0
Hofa / Ubi hutan,0.0005263157894736842,0.10583333333333333,0.14390243902439023,0.002536997885835095,0.003731343283582
Lanting getuk,0.24678362573099416,0.00075,0.0526829268292683,0.1699788583509514,0.0
Telur ayam ras / telor ayam ras ,0.00046783625730994154,0.12833333333333335,0.0034146341463414634,0.026215644820295984,0.0805970149253731
Daun Kenikir,0.0009941520467836257,0.037500000000000006,0.03219512195121951,0.007822410147991544,0.003731343283582
Oncom,0.10935672514619883,0.010833333333333334,0.029268292682926828,0.0477801268498943,0.0
Gadung ,0.058479532163742694,0.00075,0.004390243902439025,0.21141649048625794,0.1753731343283582
Nasi minyak,0.12105263157894737,0.002916666666666667,0.024390243902439025,0.0784355179704017,0.0
Starbucks green tea frappuccino (whole milk),0.1871345029239766,0.004166666666666667,0.02195121951219512,0.13530655391120508,0.0
Kue Kelepon,0.12573099415204678,0.0030833333333333338,0.01804878048780488,0.08837209302325581,0.0
ABC Selera pedas hot gulai chicken,0.15789473684210525,0.005833333333333334,0.058536585365853655,0.0718816067653277,0.0074626865671641
Royco sup krim jagung,0.04093567251461988,0.0008333333333333334,0.00975609756097561,0.023255813953488372,0.0298507462686567
BANGO Kecap Manis Light,0.023391812865497075,0.0,0.0,0.021141649048625793,0.0597014925373134
Happy Tos Tortilla Chips,0.03508771929824561,0.0016666666666666668,0.03414634146341464,0.03382663847780127,0.0074626865671641
super bubur rasa ayam,0.09941520467836258,0.0025,0.014634146341463414,0.06765327695560254,0.0
Yoshinoya Veggie beef bowl (Large bowl),0.5614035087719298,0.029166666666666667,0.14146341463414633,0.29809725158562367,0.0597014925373134
Intip goreng,0.2771929824561404,0.006333333333333333,0.1053658536585366,0.1317124735729387,0.0
Daun pohpohan,0.0014035087719298245,0.030833333333333334,0.033658536585365856,0.005285412262156448,0.0059701492537313
Suki Rasa Ayam Kecap,0.058479532163742694,0.0016666666666666668,0.01951219512195122,0.027484143763213533,0.0074626865671641
Soto betawi,0.000760233918128655,0.1125,0.05609756097560976,0.005285412262156448,0.0656716417910447
Selada air,0.0007017543859649122,0.014166666666666668,0.010731707317073172,0.006553911205073996,0.0014925373134328
Mie Sedaap baso spesial,0.19883040935672516,0.007500000000000001,0.06341463414634146,0.09936575052854123,0.0149253731343283
Naraya melon seed,0.07602339181286549,0.005,0.04878048780487805,0.004228329809725159,0.0
Pepare ular,0.00017543859649122806,0.015833333333333335,0.01902439024390244,0.0012684989429175475,0.0007462686567164
Kaburan,0.058479532163742694,0.0004166666666666667,0.004878048780487805,0.28118393234672306,0.2402985074626865
You C1000 vitamin lemon,0.40935672514619886,0.0,0.0,0.03382663847780127,0.1194029850746268
Kopi Good day the original,0.052631578947368425,0.0008333333333333334,0.012195121951219513,0.03382663847780127,0.0970149253731343
Naraya Coklat Cookies,0.029239766081871347,0.0008333333333333334,0.014634146341463414,0.012684989429175477,0.0
Susu On gold standard whey,0.07017543859649122,0.016666666666666666,0.00878048780487805,0.0063424947145877385,0.0119402985074626
Sariroti roti tawar gandum,0.11111111111111112,0.005,0.01707317073170732,0.06765327695560254,0.0149253731343283
King's Fisher sarden sambal bangkok,0.04093567251461988,0.006666666666666667,0.00975609756097561,0.012684989429175477,0.0
Ultra Sari Asem Asli,0.07602339181286549,0.0,0.0,0.06765327695560254,0.0
Sagu aren segar,0.13508771929824562,0.0005,0.000975609756097561,0.11966173361522199,0.0
Kelapa tua,0.058479532163742694,0.0008333333333333334,0.016585365853658537,0.758985200845666,0.1044776119402985
Koyabu,0.1409356725146199,0.0028333333333333335,0.02097560975609756,0.09978858350951375,0.0
Buah kelor,0.022222222222222223,0.00125,0.000975609756097561,0.015856236786469344,0.0
Mie Sedaap Cup Mi Kuah Bakso,0.20467836257309943,0.006666666666666667,0.07317073170731707,0.09513742071881608,0.0
Martabak mesir,0.16257309941520467,0.00425,0.04195121951219512,0.09513742071881608,0.0
Encung asam,0.0008771929824561404,0.10166666666666667,0.08536585365853659,0.007399577167019028,0.0335820895522388
Croissant,0.10526315789473685,0.0025,0.04390243902439024,0.04439746300211417,0.0
Hokben Tori Ball,0.14619883040935672,0.005833333333333334,0.06829268292682927,0.03171247357293869,0.0
Ikan Sunu,0.0006432748538011696,0.09250000000000001,0.032682926829268294,0.028118393234672308,0.0253731343283582
Sapi,0.0008187134502923977,0.08166666666666667,0.0,0.04630021141649048,0.0082089552238805
Beras ganyong,0.2128654970760234,0.0028333333333333335,0.0034146341463414634,0.1824524312896406,0.0
MR.P Cashewnuts,0.14619883040935672,0.005833333333333334,0.09268292682926829,0.023255813953488372,0.0
Dodol bali,0.1742690058479532,0.0030833333333333338,0.01024390243902439,0.139323467230444,0.0
Susu kambing,0.0005263157894736842,0.05333333333333334,0.03219512195121951,0.00909090909090909,0.0171641791044776
Origo coffe strawberry kopi susu,0.06315789473684211,0.0020250000000000003,0.02117073170731707,0.026532769556025373,0.0764925373134328
Permen KIS mini assorted,0.017543859649122806,0.0,0.0,0.014799154334038056,0.0373134328358208
Telur ayam ras bagian putih,0.0003508771929824561,0.04166666666666667,0.003902439024390244,0.02283298097251586,0.0
Pisang ayam,0.00040935672514619883,0.1,0.13073170731707318,0.0023255813953488376,0.0014925373134328
Pempek adaan,0.0009941520467836257,0.135,0.13560975609756099,0.01035940803382664,0.0223880597014925
Keju kcang tanah (peanut butter),0.34502923976608185,0.022500000000000003,0.23902439024390243,0.044186046511627906,0.0
Ubi jalar manis,0.0006432748538011696,0.06916666666666667,0.09170731707317073,0.0031712473572938693,0.0014925373134328
donat Krispy kreme mini original glazed,0.04871345029239766,0.0008333333333333334,0.02097560975609756,0.021141649048625793,0.0350746268656716
Sarimi Gelas Rasa Baso Sapi,0.029239766081871347,0.0016666666666666668,0.029268292682926828,0.03805496828752643,0.0149253731343283
Dalgona coffe,0.17894736842105263,0.0077083333333333335,0.03439024390243902,0.11156448202959832,0.2526865671641791
Lousiana rub (classic wings),0.1,0.0125,0.058536585365853655,0.0021141649048625794,0.0
Outback steackhouse Ribeye,0.3157894736842105,0.04833333333333334,0.17073170731707318,0.0,0.0
Bonchon Spicy wings,0.46783625730994155,0.04666666666666667,0.2634146341463415,0.03805496828752643,0.0373134328358208
Talas bogor kukus,0.07017543859649122,0.00125,0.0014634146341463415,0.059619450317124734,0.0
Maya Sardines Chili sause,0.10526315789473685,0.010066666666666668,0.010292682926829267,0.0054968287526427064,0.0
Cempedak,0.0005847953216374269,0.09666666666666668,0.13951219512195123,0.0063424947145877385,0.0029850746268656
Good Day rock caramello 3 in 1 200g,0.023391812865497075,0.0008333333333333334,0.02195121951219512,0.029598308668076112,0.0970149253731343
PRONAS Sarden saus pedas (425 g),0.04678362573099415,0.006666666666666667,0.01951219512195122,0.004228329809725159,0.0
Terung belanda,0.0005847953216374269,0.043333333333333335,0.04195121951219512,0.004439746300211417,0.0082089552238805
Chitato,0.06432748538011696,0.0016666666666666668,0.029268292682926828,0.023255813953488372,0.0
Rambutan,0.04035087719298246,0.00075,0.0004878048780487805,0.03826638477801269,0.0
Beras ketan putih tumbuk,0.00029239766081871346,0.30083333333333334,0.3824390243902439,0.01564482029598309,0.0059701492537313
Sawo Manila,0.05380116959064327,0.0004166666666666667,0.005365853658536586,0.047357293868921777,0.0
Kerupuk cumi goreng,0.2596491228070176,0.005750000000000001,0.07121951219512195,0.1507399577167019,0.0
Gemblong,0.16023391812865498,0.0014166666666666668,0.02634146341463415,0.11733615221987316,0.0
Pop mie rasa baso,0.08187134502923976,0.006666666666666667,0.07317073170731707,0.09936575052854123,0.0373134328358208
