name,energy_kcal,protein_g,fat_g,carbohydrate_g,sugar_g
Sawo kecik,0.0649122807017544,0.00075,0.01121951219512195,0.04566596194503172,0.0
Keju kraft cheddar,0.04093567251461988,0.0033333333333333335,0.024390243902439025,0.004228329809725159,0.0
Starbucks hot caffe mocha (notfat milk),0.14619883040935672,0.010833333333333334,0.012195121951219513,0.08879492600422834,0.0
Koya,0.21403508771929824,0.0035000000000000005,0.02097560975609756,0.1638477801268499,0.0
Mi golosor,0.04152046783625731,0.0001666666666666667,0.003902439024390244,0.033615221987315015,0.0
Good day cappuccino,0.09941520467836258,0.0008333333333333334,0.01707317073170732,0.06765327695560254,0.1865671641791044
Susu asam untuk bayi,0.0023391812865497076,0.34833333333333333,0.3195121951219512,0.04016913319238901,0.0671641791044776
Kacang bogor kering,0.21637426900584797,0.013333333333333334,0.029268292682926828,0.13742071881606766,0.0
Khong guan malkist seaweed,0.052631578947368425,0.0008333333333333334,0.01707317073170732,0.025369978858350954,0.0149253731343283
Cantel / sorgum,0.0009941520467836257,0.305,0.35609756097560974,0.023255813953488372,0.0246268656716417
Daun bluntas,0.0013450292397660817,0.03666666666666667,0.045853658536585365,0.003805496828752643,0.003731343283582
Margarine,0.4210526315789474,0.0005,0.3951219512195122,0.0008456659619450318,0.0
Pocari sweat,0.04093567251461988,0.0,0.0,0.03594080338266385,0.1194029850746268
Starbucks iced caffe latte (wholemilk),0.07017543859649122,0.006666666666666667,0.03414634146341464,0.027484143763213533,0.0
Susu kental manis,0.20058479532163742,0.006833333333333333,0.04878048780487805,0.11627906976744186,0.0
Royco sup krim ayam,0.029239766081871347,0.0016666666666666668,0.004878048780487805,0.019027484143763214,0.0149253731343283
Keong,0.0023391812865497076,0.05333333333333334,0.00975609756097561,0.025369978858350954,0.0074626865671641
Daging Ayam ,0.0005263157894736842,0.24833333333333335,0.0,0.038477801268498944,0.1865671641791044
Daun pangi,0.0008771929824561404,0.08666666666666667,0.0873170731707317,0.00824524312896406,0.0044776119402985
Snow skin lotus paste mooncake,0.10935672514619883,0.0017666666666666668,0.039219512195121944,0.05572938689217759,0.0
Adem sari herbal lemon,0.03508771929824561,0.0,0.0,0.03382663847780127,0.1044776119402985
